"DP02_0015E","DP02_0016E","DP02_0066PE","DP02_0067PE","DP02_0071PE","DP02_0079PE","DP02_0088PE","DP02_0092PE","DP02_0101PE","DP02_0112PE","DP03_0005PE","DP03_0007PE","DP03_0009PE","DP03_0021PE","DP03_0025E","DP03_0062E","DP03_0063E","DP03_0096PE","DP03_0097PE","DP03_0098PE","DP03_0099PE","DP03_0128PE","DP04_0046PE","DP04_0047PE","DP05_0017E","DP05_0032PE","DP05_0066PE","ZCTA5"
2.53,3,91.1,14.6,15.6,95.1,98.7,1.3,0,1,4.8,33.9,7.2,0,28.7,46369,55406,91.3,70.3,34.3,8.7,12.7,78.1,21.9,41.8,98.6,1.4,13040
2.87,3.21,95.8,33.1,6.9,92.9,93.7,5.3,5.8,6.2,3.8,25.8,5.1,0,20.6,78929,90227,96.1,84.4,18.7,3.9,6.5,90.9,9.1,37.6,90.8,3,13041
2.74,3.29,87.9,11.5,11.2,84.3,98.4,0.1,0,0.3,7.1,32.4,10.5,0,37.6,55625,58013,93.8,60.4,40.1,6.2,25.4,82.4,17.6,37.6,99.7,0.2,13042
2.53,3.18,87.8,18.1,13.6,92.5,98.4,1.6,0,0.3,4.9,31.1,7.1,0.7,30.9,61027,72365,92.1,77.4,26.7,7.9,3.1,93.2,6.8,44.7,97.5,0,13044
2.45,3.11,89.6,25.8,12.4,83.2,96.9,2.3,3.6,4.4,3.4,38.7,5.6,1.1,17.8,46204,60364,95,76.7,31.4,5,17.6,58.7,41.3,32.7,93.2,3,13045
2.37,2.75,100,19,0,100,100,0,NA,0,19,13.1,21.9,0,NA,NA,18377,64.2,12.7,57.8,35.8,78,0,100,13.9,100,0,13051
2.51,3.17,90.9,19.1,12.6,89.8,97.8,1.4,0,2,1.6,43.6,2.9,0,36.4,53958,64050,95.5,66.8,43.5,4.5,14.6,80.6,19.4,47.1,95.4,0.8,13052
2.38,3.02,93.2,38.1,12.6,91.2,93.8,5.6,39.9,5.2,3.6,37.3,5.7,2.8,21.1,62917,84266,94.7,77.4,31.6,5.3,7.1,78.1,21.9,45.5,95.4,5.4,13053
2.67,3.3,93.3,9.7,21.1,95.1,97.4,0,NA,0.9,4.5,46.5,8.5,0,23.1,51897,56451,94.6,54.6,52.1,5.4,28.9,67.9,32.1,44,100,0,13054
2.23,2.92,92.3,29.6,15.1,90.1,90,8.9,0.6,10.6,5,33.7,7.6,1.7,17.5,55848,65291,93.8,75.3,36.4,6.2,9.5,75,25,46.2,92,2.2,13057
2.49,2.99,85.2,20.8,9.2,90.1,97.8,2.2,0,1.3,4.9,32.3,7.2,0.9,21.9,57083,67906,86.9,70.5,28.9,13.1,11.4,87.5,12.5,46.6,97,0.9,13060
2.42,2.95,92.6,29.5,13.2,95.7,99.3,0.7,0,1.2,4.5,39.9,7.6,0,26.7,59861,68738,93.4,70,40.9,6.6,15.5,91.5,8.5,49.8,97.9,1.4,13061
3.39,5.09,100,32.7,2.7,100,100,0,NA,0,0,29.9,0,0,31.8,NA,55388,82.8,78.9,6.5,17.2,0,100,0,18.7,100,0,13062
3.02,3.38,92.4,27.6,8.7,81.3,91.8,8,9.6,8.7,2.3,22.9,3,0,24.7,78352,90278,86.7,78,19.7,13.3,2.8,81.6,18.4,39.4,93,7.3,13063
1.82,2.29,100,85,10,100,45,55,0,25,0,90,0,0,NA,NA,117655,100,100,55,0,0,100,0,66.3,100,0,13064
2.32,2.87,97.7,59,8.4,89.2,90.1,8.5,19.2,8.1,1.5,34,2.3,1,20.3,77004,106438,95.9,83.2,29.7,4.1,4.4,77.9,22.1,47.3,91.9,2.6,13066
2.41,2.9,95.5,41.2,9.8,87.8,95.8,3.8,5.9,2.7,4.2,31.3,6.1,1,21.7,65813,73749,94.6,80.3,24.8,5.4,10.3,72.2,27.8,42,94.9,1.4,13068
2.72,3.16,85.2,16.5,14.9,85.6,97.3,1.9,26.9,3.9,6.9,42.8,12.1,0.2,22.8,43858,58849,91.9,58.8,45.2,8.1,20,67.8,32.2,38.7,96.8,3,13069
2.59,2.84,93.3,19,14,83,99.7,0.3,0,1.6,3.5,28.4,4.9,1.5,25.2,63750,63711,95.4,72.2,36.2,4.6,15.3,75.4,24.6,35.2,98.5,5.8,13071
2.56,3.04,85.6,10.4,14.5,95.5,98.6,0.3,0,5.8,3,45.8,5.5,0,33.6,50938,54089,89.9,63.8,39,10.1,16.9,85.1,14.9,46,95.6,4.8,13072
2.35,2.89,91.7,22,14,88.1,96.7,1.6,7.8,2.7,4.2,30.1,6,2,25.5,54133,68689,92.7,73.9,30.4,7.3,12.2,73.1,26.9,41.6,96.3,2.7,13073
2.5,2.91,86.5,7.9,13.7,92.5,98.8,0.7,3.1,2.1,7.8,36.6,12.3,2.6,24.2,50992,56903,90.1,60.9,44.4,9.9,17,84.1,15.9,43.2,97,1.9,13074
2.81,3.03,89.2,9.8,11.9,98.3,95.9,4.1,0,4.4,8.7,33.7,13.1,0,27.3,51694,67484,93.7,73.8,31.4,6.3,12.3,98.2,1.8,43.2,93.4,0.6,13076
2.71,3.27,90.2,26.5,15.4,95.6,97.8,1.6,0,3.7,3.8,30.5,5.5,0.4,23.7,57366,69749,92.7,75.2,32,7.3,9.1,72.2,27.8,40.9,94.3,2.1,13077
2.53,3,94,47,12.5,86.9,90.4,8.3,12.1,10.1,2.9,42.8,5.1,0.8,22.7,83558,124175,92.1,81.5,25,7.9,4.9,81.5,18.5,46.6,84.9,2.5,13078
2.7,3.16,88.3,24.7,16,94.9,97.4,2.5,8.6,1.5,5.4,34.3,8.3,0,23,58889,70998,93.2,75.5,28,6.8,6.2,79.7,20.3,43.7,98.6,0,13080
2.35,2.76,93.1,31,12.9,93,98,2,14.3,3,3.5,34.7,5.3,0,28,58173,85633,94.8,74.1,37.2,5.2,10,79.5,20.5,50.4,97.6,1.3,13081
2.56,3,92.4,22.7,11,93.6,96.8,3,0.7,3.5,5.8,35.9,9.1,0,19.8,58077,71181,95.1,74.4,37.8,4.9,8.4,80.7,19.3,45.2,96.3,2.2,13082
2.65,2.87,91.2,19,13.5,83,98,1.2,0,1.5,6.8,37.3,10.8,1,31.8,49952,60907,89.7,66.1,37.2,10.3,17.8,80.2,19.8,39,96.6,1.5,13083
2.37,2.81,97.1,36,4.9,86.4,98.1,1.8,0,3,1.6,30.7,2.4,0,21.8,66513,77188,95.3,81.5,26.2,4.7,9.4,74.1,25.9,38.8,92.8,0.9,13084
2.11,2.3,100,73.4,4.9,99,98.5,1.5,0,0,4.4,26,6,0,38.6,133750,103448,100,93.1,38.4,0,5.4,100,0,58.3,100,0,13087
2.17,2.92,91.1,28.9,12.1,90.4,90.7,8.5,8.2,10.6,3.8,36.7,6,1.9,18.5,53091,64154,93.4,77,33.7,6.6,9,59.1,40.9,45.5,89.5,2.6,13088
2.55,3.06,94.6,38.3,9.6,88.9,93.6,5.3,3.3,7.2,3.9,27.9,5.5,1.5,21.2,68411,78805,95.1,81.4,28.1,4.9,9.7,72.8,27.2,38.2,87.2,3.5,13090
2.63,2.92,86.2,16.7,10.6,94.4,99.3,0.6,0,5,2.8,31.8,4.1,0.2,24.4,63125,66025,91.1,68.8,33.8,8.9,11.7,86.5,13.5,43.3,98.2,3.4,13092
2.64,2.93,88.5,17.6,12.8,90.2,97.5,1.5,0,3.2,6.8,30.5,9.7,0.7,24.2,60344,66297,92.9,71.7,34.7,7.1,9.5,76.9,23.1,43.6,96.6,1.9,13101
NA,NA,100,0,0,0,100,0,NA,0,0,100,NA,NA,NA,NA,NA,100,0,100,0,0,0,100,NA,100,0,13102
3.02,3.65,71.7,10.8,28.2,94.3,100,0,NA,0,11.5,49.2,22.6,0,NA,NA,38601,90.6,17,81.4,9.4,79.8,86.4,13.6,36.5,97.8,0,13103
2.7,3.23,97.3,63,9.8,88.2,91.9,7.4,0.7,10.1,3,34.3,4.6,0.5,24.8,99631,130577,95.8,84.1,23.1,4.2,4.7,80.8,19.2,43.1,87,1.2,13104
2.58,3.16,98.2,43.3,10.1,95.1,98.2,1.2,20.3,1.9,2,32.1,3,0.4,23.2,75278,91897,93.5,85.8,23.4,6.5,3.6,83.6,16.4,44.7,95.9,0.2,13108
2.42,2.79,93.1,30.4,11.1,95.9,97.7,1.8,0,3.9,2.9,34.8,4.4,0,28.7,70769,82592,96.1,79.1,33.9,3.9,5.3,92.2,7.8,49.8,99.1,3.1,13110
2.65,3.16,91.2,12,11.3,96.9,98.8,1,0,0.3,2.3,41.9,4,0.7,31.5,52019,57992,88.1,59.8,45.8,11.9,28.4,91.5,8.5,43.5,99,0,13111
2.7,3.35,92.6,25.1,16.1,93.6,95.4,2.4,0,5.8,2.5,37.4,3.9,0,27.3,55000,70372,95.2,76,40.2,4.8,20.1,94.3,5.7,39.4,93.6,3.1,13112
2.93,3.29,90.5,17.3,10.6,93.7,97.7,0,NA,3.7,6.2,29.7,8.8,3.2,24.3,61875,65063,89,81.1,17.8,11,7.2,81.1,18.9,37.1,95.1,3,13113
2.75,3.26,87.8,16.2,14.5,91,98.4,1.4,0,7,4.6,39.5,7.7,0.6,23.7,52188,63382,89.9,64.6,37.3,10.1,19.8,77.8,22.2,37.5,96.6,0.6,13114
1.98,3.11,86.2,27.7,4.2,85.9,100,0,NA,0.6,0,55.7,0,2.2,NA,40833,46316,87,46.9,66.7,13,50.5,87,13,33.9,98.4,0.5,13115
2.44,3.04,98.3,37.7,10.6,94.8,96.6,1.5,0,2.6,2.1,27.8,2.9,1.8,17.8,59209,74012,99.7,91.2,24.6,0.3,2.7,83.3,16.7,33.9,96.6,1.8,13116
2.83,2.88,77,2.7,20.4,93.1,100,0,NA,0.4,0.9,53,1.9,0,23.7,54750,58992,94.8,66.5,61.7,5.2,11.2,71.6,28.4,44.9,98.9,0,13117
2.59,3.04,85.5,14.9,12.8,82.1,98.5,0.8,0,2.9,4,42.6,7,0.1,25.9,56375,64869,91.8,68.6,37.1,8.2,10.5,79,21,41.2,90.9,2.6,13118
2.64,3.17,88.3,18.8,16.1,85.5,86.7,9.4,2.8,12.6,3.6,39,5.9,9.8,18.9,55795,65108,93.5,59.9,43.5,6.5,11.1,89.7,10.3,41.1,67.2,11.8,13120
3.32,3.65,95.5,22,4.1,97.7,96.2,2,0,0.9,2.5,31.8,3.7,0,26.1,61518,75934,94.4,73.4,25.6,5.6,6.3,84.5,15.5,36.5,98.6,0,13122
2.79,2.79,86.9,0,14.8,100,100,0,NA,0,0,50.7,0,0,NA,66875,78355,100,76.4,50.7,0,0,100,0,58.1,100,0,13123
2,3.17,100,5.1,17.9,100,100,0,NA,0,10.3,22.1,13.2,0,29.2,46094,59467,79.5,71.8,23.1,20.5,0,87.2,12.8,42.5,100,6.4,13124
2.37,2.86,87.1,25.5,12.5,80.3,96.3,2.9,10.4,5.9,5,41.9,8.6,1.2,18.6,47467,61739,94.1,72.5,35.8,5.9,21,63,37,35,93.1,3.6,13126
2.75,3.15,84.5,11.8,17,87.6,98.4,0.8,0,2.2,6.4,43.6,11.3,0,30.8,51847,63530,91.5,59.4,44.8,8.5,19.2,84.6,15.4,42.8,95.7,0.6,13131
2.35,2.93,89.5,21,16,89.9,96.8,3.2,0,5.1,2.6,35.8,4.1,0,20.6,57688,66555,93.9,70.9,38.5,6.1,10.2,85.4,14.6,47.6,93.7,0.9,13132
2.77,3.04,87.1,21,8.2,100,100,0,NA,3.6,0,60.2,0,0,NA,44583,52443,84.5,38.1,46.4,15.5,15.5,74.3,25.7,52.1,93.8,0,13134
2.65,3.14,89.1,20.3,15.4,85.9,98,1.4,0,4.8,6.2,34.5,9.4,0.5,23.7,49576,63782,91.1,64.2,36.5,8.9,17.1,70.9,29.1,40.2,95.1,3.6,13135
2.57,2.97,92.7,10.6,13.8,90.5,99.6,0.4,0,1.9,9.2,32.9,13.7,0,34.5,42212,48911,91.8,61.6,44.7,8.2,21.9,88.9,11.1,41.8,100,1.4,13136
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13138
2.52,2.95,84.7,11.1,13.9,91.6,98.2,1.5,0,0.9,5.7,36.2,8.9,0,24.8,49681,56066,91.5,70.9,36.6,8.5,13,83.8,16.2,44,97.9,2.6,13140
2.72,3.42,95.5,21.2,10.8,78.7,99.5,0.5,0,2.2,2.5,29.3,3.5,0.7,25.6,44853,60765,85.4,64.8,29.2,14.6,20.1,70.6,29.4,37.2,99.1,0,13141
2.48,2.95,88.6,15.3,15.7,84,98,1,9.5,4.7,5.8,40.8,9.9,0,25,45542,56522,89.3,62.8,40.2,10.7,18,67.8,32.2,41.3,98.4,1,13142
2.53,3.02,84.6,9.1,15.4,83.8,98.7,0.8,0,2.6,3.7,44.4,6.6,0,27.6,46944,51836,85.2,59.4,34.9,14.8,12.4,82.8,17.2,43.1,92.8,2.5,13143
3.07,3.2,72.6,9.5,17.3,88.5,96.5,2.7,0,10.3,7.4,46.1,13.7,0,34.7,43404,55578,91.1,60.6,51.5,8.9,17.5,77.2,22.8,34.6,95.6,3.3,13144
2.46,2.78,86.7,14.7,21.9,90.4,98.9,1.1,0,0.9,4.3,45.8,8,0.3,30.3,44313,54625,90.7,59.7,46.9,9.3,17.9,76.6,23.4,42.1,99.7,1,13145
2.44,2.92,82.4,9.3,18.8,88.9,99.5,0.3,0,3.6,4.4,45.7,8.1,2.8,30.7,44954,51789,88.1,58.3,44.1,11.9,14.3,83.2,16.8,46,98.5,5,13146
2.71,3,84.5,14.7,12.4,92.1,93.2,5,0,8.4,4.5,28.9,6.4,0,24.9,66875,88228,83.7,66.4,28.2,16.3,6.3,80,20,41.8,96.9,9.3,13147
2.31,2.93,91,26.9,15.8,89,97.3,2.4,10.9,5.2,4.1,38.1,6.6,0.2,22.1,49393,61948,91.7,72.3,36.2,8.3,13.8,67.5,32.5,42.6,95,2.1,13148
2.41,2.93,98,56.1,9.9,92.2,97.4,2.1,0,3.5,3,38.5,4.9,0.6,24.9,86380,126061,95.4,86.6,27.9,4.6,4.7,81.7,18.3,50.3,97.9,2,13152
2.42,2.72,87.8,27.9,14.9,88.2,100,0,NA,6,0,47.5,0,0,13.9,47250,71412,100,74.6,38.8,0,10,75.9,24.1,50.2,100,0,13153
2.62,3.03,87.8,18.3,19.3,91.9,96.2,0.7,0,3.4,5,38.2,8.1,0,31.3,45179,54344,95,67.5,48.9,5,17.7,76.7,23.3,41.4,95.6,2.2,13155
2.33,2.77,90.7,20.3,19.6,95.3,98.2,1.3,0,2.5,5,43.9,8.9,1.1,29.4,55773,59563,88.7,71.1,35.1,11.3,8,87.6,12.4,45.1,98,0.7,13156
2,2.41,85.6,15.4,21.7,94.6,100,0,NA,0,4.6,58.3,11,0,26.4,39750,46199,96.3,58.4,57.2,3.7,7.4,72.3,27.7,54,97.4,0,13157
2.62,3.26,86.7,17.9,15.8,91.1,99.4,0.6,20,1.5,4.4,39.7,7.3,0,29.5,45500,60934,89,64.9,39.4,11,11,71.9,28.1,44.6,97.5,0.3,13158
2.64,3.02,94.3,37.6,12.6,90.8,98.3,1.1,9.8,1.6,4.5,29.2,6.4,0.4,25.4,72745,85417,92.8,78.8,26.5,7.2,6.8,83.9,16.1,43.8,96.3,2,13159
2.55,3.01,91.7,21.4,12.1,92.3,95.6,4.4,18.1,4.5,3.5,33.6,5.3,0,19.3,64630,70403,88.4,68.6,34.1,11.6,11.7,72.8,27.2,41.5,88.5,7.7,13160
2.43,2.98,100,23,2.5,100,100,0,NA,0,3.3,27.6,4.5,0,17.2,81571,143545,89.8,70.9,28.5,10.2,0,78.5,21.5,42.3,100,0,13162
2.62,3.05,91.6,13.2,10,87.8,98.3,1,0,0,0,51.7,0,1.8,18.3,49444,55478,94.7,59.4,44.6,5.3,24.3,82.5,17.5,34.9,99.5,0,13163
2.8,3.37,92.3,31.7,8.6,94.7,91.2,8.1,46.8,9.1,5.7,22.5,7.4,0,24.4,72750,81199,91.8,79.1,19.9,8.2,4.3,93.2,6.8,38.1,94.1,3.6,13164
2.42,3.01,86.8,15.6,16.1,89.9,97.5,1.3,0,4.3,2.9,36.3,4.6,0.5,21.1,48344,59762,91.7,69.7,37.6,8.3,13.9,69.1,30.9,41.7,96.1,2.1,13165
2.5,2.96,90.1,21.1,16,91.2,97.8,1.5,11.8,3.1,5.6,32.7,8.3,0,22.8,56628,64928,94.5,76.3,32.6,5.5,9.5,81.5,18.5,43.5,97.8,1,13166
2.77,3.35,89.5,14.9,11.9,93.5,97.9,1.6,33.3,1.6,6.2,32.9,9.3,0,32.5,51250,62460,94.4,67.5,43,5.6,17.4,89,11,41.2,97.1,0.2,13167
2.11,3.46,73.6,32.5,16.6,64.4,79.7,16.7,27.6,27.8,8.1,54.2,17.7,13.6,20,15565,42901,91.3,41,61.4,8.7,56,4.9,95.1,27.1,31.4,10.7,13202
2.23,3.38,76.5,25.2,17.8,77.4,79.9,17.5,31.9,23.5,5.6,43,9.8,9.5,18.9,30731,47050,90.4,47.6,57.1,9.6,36.3,28.1,71.9,34.3,55.3,9.2,13203
2.45,3.47,75,20.1,17.6,79.6,88.4,6.2,21.7,18.6,6.8,41,11.5,9.9,19.6,28220,41285,88,43.5,55.4,12,39.6,30.2,69.8,30.6,61.1,15.6,13204
2.45,3.41,77.9,16.6,19,81,90.4,7.1,16.5,9.1,7.5,47.4,14.3,15,20.5,30284,42796,91,44.4,58.6,9,33.9,38,62,35.3,33.9,6.9,13205
2.11,2.92,86.6,24.7,16.6,87.1,92.8,6.8,15.8,11.2,5,34.9,7.7,6.3,17.1,38264,48898,90.1,63.6,42.8,9.9,21.4,53.5,46.5,36.6,77.6,5.3,13206
2.54,3.13,86.6,27.3,15,87.3,92.8,5.1,18.5,9.5,7.1,36.1,11,7.1,18.9,44741,57776,91.5,61.4,46.1,8.5,23.3,60.7,39.3,34.2,53.3,7.3,13207
2.58,3.47,74,16.2,15.7,81,76.8,21.6,34.6,28.2,7.3,41.1,12.4,6.5,18.5,32526,44937,87.1,47.7,53.3,12.9,34.2,43.1,56.9,33.7,56.7,7.6,13208
2.39,3,90.8,23.3,11.9,89.2,92,7.3,8.5,9.2,4.2,34.2,6.4,1,19.4,52218,61156,91.7,75.2,34,8.3,8.5,71.9,28.1,42.2,94.1,5.7,13209
2.29,3.03,88.5,49.6,9.1,51.3,85.2,13,46.4,17.9,5.5,52.4,11.6,11.2,15.2,25229,45418,92.5,75.7,22.4,7.5,47.9,31.4,68.6,21.2,62.2,6.4,13210
2.48,3.07,91.3,11.4,12.2,89.6,97.2,2.8,0,4.1,6,32.4,9,1.9,16.5,44579,50610,89.8,64.1,40.7,10.2,16.4,62.6,37.4,37.2,86.2,5.7,13211
2.31,2.88,91.4,23.8,14.3,92.2,95.7,3,1.1,4.8,4.1,38.2,6.7,0.6,16.8,51997,63631,93.5,76.6,35.6,6.5,8.2,73.2,26.8,43.7,93.8,2.7,13212
2.4,3.06,93.2,52.6,9.5,78.8,85.5,13.3,16.9,18.4,2.6,39.7,4.3,2,16.4,68424,81607,94.8,80.9,26.2,5.2,8.7,72.6,27.4,34.1,73.3,4.9,13214
2.56,3.14,94.4,45.5,8.9,87.8,94.6,4.9,5,8.6,3.5,36.3,5.5,0.7,21.5,82421,102963,97.3,89.3,22.8,2.7,4,81.7,18.3,44.8,92.2,3.5,13215
2.33,2.94,93.4,35.5,10.3,93.7,93.8,5.4,17.1,7.8,3.7,33.9,5.6,1.9,20,59590,72572,96,83.9,32,4,5.6,82.5,17.5,44.9,95.8,2.4,13219
2.42,3.09,88.3,43.8,15.8,83.4,87.2,10.2,2.3,13.9,6.7,36.9,10.7,4.8,17.9,51591,73291,93.2,69.3,39.6,6.8,17.5,63.6,36.4,40.1,54,4.2,13224
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13290
1.95,2.58,100,30.4,20.2,100,100,0,NA,0,0,24.6,0,0,33.2,74107,81067,100,90.5,20.2,0,0,100,0,54.7,100,0,13301
2.89,3.17,79.6,7.6,17.3,84.4,97.3,1.6,39.3,1.6,6.6,41.4,11.3,5.3,31.7,48594,55099,87.8,52,46,12.2,21.7,84.2,15.8,40.3,95.8,0.7,13302
2.41,2.82,95.1,21.6,12.2,95.6,98.8,1.2,0,0.9,4.7,33,7,0,26.3,64107,76040,97.9,83.6,26,2.1,5.9,87.3,12.7,48.2,98.8,1.2,13303
2.41,2.92,93.5,41.8,19.2,92.6,95.1,4.9,0,4.3,4.4,32.3,6.5,0.4,30.3,80469,92240,95.4,74.2,36.4,4.6,13.8,78.4,21.6,46.3,95.2,0.4,13304
4.42,4.67,100,19.2,10.2,82.3,83.8,3.6,0,1.1,1.6,27,2.1,0,31.3,90000,98075,92.8,70.8,25.2,7.2,0.9,88.7,11.3,30.3,100,12.6,13305
1.99,2.73,84.2,9.9,20,91.9,98.1,1.2,0,2.5,4.1,43.2,7.2,0,33.5,40585,49304,93.5,63.3,48.9,6.5,18.9,80.8,19.2,49.1,99.6,0.3,13308
2.51,3.02,90.8,19.4,14.4,93.2,98.1,1.7,0,3.7,5.5,37.9,8.8,0.1,25.6,53829,64048,91.2,70.1,37.8,8.8,14.6,75.5,24.5,42.9,97.4,1.1,13309
2.67,2.87,82,6.7,16,100,100,0,NA,0,10.9,42,18.8,0,22.3,48188,51528,89.6,62,34.5,10.4,7.5,91.1,8.9,43.8,94.8,5.2,13310
2.3,2.59,91.9,30,9.3,94.3,98.4,1.6,0,0,6,55.8,13.5,0,32.4,40882,64302,95.3,64.4,54.5,4.7,12.3,72.4,27.6,48.3,93.3,1,13312
2.75,3.2,85.4,10,11.8,92.5,96.6,3.4,22.2,10.7,2.7,36.9,4.2,0,20.8,38438,44661,91.4,54.3,50.7,8.6,28.9,63.9,36.1,32.2,98.9,6.1,13313
3,3.87,84.4,13.4,11.1,94.9,100,0,NA,12,4,42.6,7,0,25.7,43542,61068,81.6,62.2,32.7,18.4,19.7,89.6,10.4,37.2,100,0,13314
2.69,3.14,92,11.3,13.2,94.2,98.9,0.9,0,3.7,4.2,38.7,6.8,0.6,23.5,49861,56729,87,60,39.1,13,14.2,92.1,7.9,44.6,99.2,0.7,13315
2.57,2.98,87.3,15.8,15.1,87.2,97,1.6,0,2,3.5,39.6,5.8,0.2,28,44719,53665,92.1,67.9,39.6,7.9,13.4,74.8,25.2,41.5,96.1,1.6,13316
2.89,3.2,86.1,16.9,15.4,86.6,98.5,1.3,9.6,1.8,4.4,37.6,7,0.6,26.2,50900,64995,92.1,64.1,42.8,7.9,16,70.6,29.4,42,95.1,2.8,13317
2.68,3.25,92.7,12.6,12.3,96,98.8,1.2,0,4.9,3.2,34.4,4.9,0,26,58864,67448,90.2,74.6,27.6,9.8,6.6,91.6,8.4,41.6,98.1,0.3,13318
2.84,3.09,77.8,9.6,23.2,67.6,91.3,4.2,65.8,6,1.8,46.8,3.4,0,21.9,40833,44066,97.5,55.9,64.5,2.5,16.5,39.1,60.9,31.1,100,5.7,13319
2.36,2.85,90.1,25.4,12.7,92.5,96.8,2.3,4.1,5.7,3.6,32.3,5.4,2.1,26.1,55781,62646,89.8,69.9,38.4,10.2,12.9,79.6,20.4,47.1,96.8,2,13320
2.2,3.12,87.7,26.7,14.7,88.4,97.8,2.2,0,5.6,1.2,40.3,2.1,0,17.9,50168,48123,99,61.7,56.2,1,23.7,53.4,46.6,37.9,100,1.9,13321
2.2,2.67,89.7,23.4,12.9,93.6,98.8,1,0,1,3.3,34.1,5,0,19.2,45368,52064,84.8,71.1,28.5,15.2,12.3,74.2,25.8,46.7,97.7,0,13322
2.25,2.97,93.9,40.9,10.6,86.1,91.4,7.5,24.8,9,2.1,42.4,3.6,0.2,15.4,63169,84946,95.4,82.7,29.3,4.6,5.9,69.5,30.5,42.9,92.4,2.4,13323
2.47,2.93,89.7,17.7,16.8,85.4,99.2,0.8,27.8,2.3,10.9,41.7,18.8,0.7,34.4,37267,49158,90.3,58.7,44.3,9.7,16.8,84.4,15.6,45.7,97.7,1.9,13324
2.3,2.77,92.1,14.3,7.3,99.3,98.4,0.8,0,0.8,6.1,31.2,8.8,0,28.3,50391,75688,95,71.5,36.9,5,11.2,88.8,11.2,44.6,96.9,1,13325
2.2,2.74,92.2,42.3,9.5,83.9,94.6,4.7,24.8,7,2.3,39.6,3.9,1,17.2,60268,85611,93,77.4,34.5,7,10,71.9,28.1,52.1,93.5,1.7,13326
2.54,3.07,84.1,11.4,14.7,94.5,97.8,2.1,0,1.2,3.3,41.7,5.6,0.6,22.4,43676,54156,86.3,65.4,36.2,13.7,9.2,80.1,19.9,40.6,96.2,1.8,13327
2.49,2.99,92,33.3,6.9,87.3,99.1,0.4,100,3.6,3.4,28.5,4.7,0,25.6,55313,69322,93.2,77.6,24.9,6.8,11.9,78.1,21.9,42.6,99.4,0,13328
2.57,2.99,82.7,12.8,14.1,92.4,95.6,2,3.5,6.5,4.2,41.8,7.3,0,26,43295,51172,92,56.3,47.6,8,14.5,74.4,25.6,39.9,97.5,2,13329
1.73,2.12,98,49.5,5.9,96.5,100,0,NA,3,0,44.6,0,0,21,74063,95303,100,95,72.3,0,2.5,100,0,70.4,100,0,13331
2.94,3.41,89.7,26.4,11.7,88.2,98.3,0.5,0,1.1,2.9,32,4.3,0,21.1,44114,54521,92.4,64.7,43.9,7.6,13.7,73.3,26.7,34.3,95.3,0.5,13332
2.26,2.25,100,29.6,6.6,88.5,100,0,NA,0,8.2,45.9,15.2,0,NA,60125,43519,100,78.7,49.2,0,27.9,100,0,50.9,100,0,13333
2.83,3.29,86.3,9.9,21.3,97.8,99.8,0.2,0,0,3.1,44.6,5.5,0,23.1,53750,76065,92.4,66.7,39.2,7.6,12.3,95.8,4.2,47.3,99.8,0,13334
2.49,3.02,92.6,16.9,15.2,93,97.3,2.7,9.3,0.7,3.7,33.6,5.6,2.2,21.7,57292,66816,94.4,75.1,34.2,5.6,7.4,83,17,43.5,94.3,1,13335
2.27,2.72,98.2,54.8,7.8,85.3,92.7,7.3,0,6.7,0,48.1,0,0,12.4,51932,94309,97.5,79.6,40.7,2.5,6.6,82.3,17.7,55,93.4,4.3,13337
2.16,2.69,92.2,15.5,19.6,88.7,99,1,0,0,5.5,49,10.8,0,36.4,47721,55592,94.5,68.1,48.4,5.5,17.5,79,21,54.6,100,0,13338
2.61,3.13,80.3,14.1,14.8,89.4,97.3,2.2,24.5,12.6,4.2,41.5,7.2,0,26.6,42936,53981,82.7,55.8,41.3,17.3,22.3,78.2,21.8,42.2,96.6,0.4,13339
2.47,2.94,89.3,21,13.3,91.8,94.7,5.1,0,6.6,4.5,36.3,7,0.1,20.8,45429,57642,93.7,73.5,38.6,6.3,12.8,77.2,22.8,44.9,97.3,1.5,13340
2.33,2.5,95.3,50.9,7,100,100,0,NA,0,0,26.1,0,0,18.5,107938,87925,96.5,96.5,16.9,3.5,11.3,100,0,36.2,100,0,13341
2.19,2.66,95.7,14.9,13.8,93.5,100,0,NA,2.8,9.8,28.7,13.7,0,20.5,56667,72737,93.6,72.3,38.8,6.4,3.7,95.3,4.7,53.6,100,0,13342
2.69,2.98,93,17.1,14.1,95.8,100,0,NA,1.5,4.5,38.1,7.3,0,23.2,51576,71944,90.3,66.9,37.7,9.7,13.1,84.2,15.8,42,99.7,0.7,13343
2.68,3.14,87.7,5.8,6.6,93.4,100,0,NA,0,3.5,36.3,5.5,0,24.8,NA,66234,88.4,59.6,42.4,11.6,23.7,83.8,16.2,39.3,100,0,13345
2.46,2.95,92.1,52.7,8.6,69.6,93.1,5.7,23.5,8.4,3.3,50.5,6.6,1.2,14.3,70227,84585,95.2,83.6,22.2,4.8,12.3,71.4,28.6,23,87,2.5,13346
